IMG;BENE_CULTURALE;TITOLO;SOGGETTO;TIPO_SCHEDA;CODICE_UNIVOCO;LOCALIZZAZIONE;CONTENITORE;DATAZIONE;AMBITO_CULTURALE;AUTORE;MATERIA_TECNICA;MISURE;CONDIZIONE_GIURIDICA;DATI_ANALITICI;ISCRIZIONE;NOTIZIE_STORICO-CRITICHE;ALTRA_LOCALIZZAZIONE;REPERIMENTO;ALTRE_ATTRIBUZIONI;COMMITTENZA;DATI_CATASTALI;GEOREFERENZIAZIONE;BIBLIOGRAFIA;DEFINIZIONE;DENOMINAZIONE;CLASSIFICAZIONE;REGIONE;PROVINCIA;COMUNE;LOCALITA;TOPONIMO;DIOCESI;INDIRIZZO;PROVVEDIMENTI_TUTELA;INVENTARIO;STIMA;RAPPORTO;ALTRI_CODICI;ENTE_SCHEDATORE;ENTE_COMPETENTE;AUTORI;ANNO_CREAZIONE;ANNO_MODIFICA;LAT;LON
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11874628_273162.jpg;"piatto";"";"";"RA_3.00";"08 00602439";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura, a graffito, invetriatura";"cm, alt. 2,9, diam. 20,8, ";"proprietà Stato";"piatto frammentario in ceramica graffita; nel cavetto tre frutti di papavero; dipinto in verde e giallo-bruno";"";"";"";"ALTRE INDAGINI: Tipo: attività di manutenzione, Data:1972, ";"";"";"";"";"";"piatto";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11874535_273198.JPG;"piatto";"";"";"RA_3.00";"08 00602431";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura, a graffito, invetriatura";"cm, alt. 3,9, diam. 26,8, ";"proprietà Stato";"piatto frammentario in ceramica graffita a fondo risparmiato; nel cavetto e sulla tesa foglie accartocciate; dipinto in verde, bruno e blu; scarto di produzione; leggermente deformato";"";"";"";"ALTRE INDAGINI: Tipo: attività di manutenzione, Data:1972, ";"";"";"";"";"";"piatto";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11874280_273298.jpg;"distanziatore";"";"";"RA_3.00";"08 00602423";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVIII [analisi dei materiali]";"";"";"argilla/ a mano";"cm, largh. 11, lungh. 9,1, ";"proprietà Stato";"distanziatore a forma di disco; su una faccia piedini conici (ne rimane uno) disposti lungo il bordo; argilla beige-rosata";"";"";"";"";"";"";"";"";"";"distanziatore";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ LAVORAZIONE DELLA CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11874928_273204.jpg;"bicchiere";"";"";"RA_3.00";"08 00602464";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura, a graffito, invetriatura";"cm, alt. 5,9, diam. 8,9, ";"proprietà Stato";"bicchiere frammentario in ceramica graffita; all'esterno decorazione a girali e croci; dipinto in verde e bruno; fondo esterno acromo";"";"";"";"ALTRE INDAGINI: Tipo: attività di manutenzione, Data:1972, ";"";"";"";"";"";"bicchiere";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11876401_273226.JPG;"piatto";"";"";"RA_3.00";"08 00602480";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura, a graffito, invetriatura";"cm, alt. 4,5, diam. 19, ";"proprietà Stato";"piatto in ceramica graffita; scarto di produzione; argilla grigia; colori alterati; sulla tesa sono presenti resti di un altro recipiente fusi insieme in fase di cottura; nel cavetto tre frutti di papavero; sulla tesa decorazione a girali e croci";"";"";"";"ALTRE INDAGINI: Tipo: attività di manutenzione, Data:1972, ";"";"";"";"";"";"piatto";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11871619_273627.JPG;"peso";"";"";"RA_3.00";"08 00602386";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"Eta' romana imperiale [analisi dei materiali]";"";"";"calcare/ scalpellatura, levigatura";"cm, alt. 9,6, diam. 14, ";"proprietà Stato";"peso per bilancia in pietra calcarea di forma sferica decalottata; sulla superficie superiore sono presenti due fori per l'immanicatura in ferro (mancante), di sui si conservano le tracce nelle colature in piombo utilizzate per il fissaggio.";"";"";"";"";"";"";"";"";"";"peso";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ MISURAZIONE";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11874762_273185.jpg;"ciotola";"";"";"RA_3.00";"08 00602459";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura, a graffito, invetriatura";"cm, alt. 4,7, diam. 20,9, ";"proprietà Stato";"ciotola frammentaria in ceramica graffita a fondo risparmiato; nel cavetto fiore con stretti petali allungati; sulla tesa foglie e girali; dipinta in verde e giallo-bruno";"";"";"";"ALTRE INDAGINI: Tipo: attività di manutenzione, Data:1972, ";"";"";"";"";"";"ciotola";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11875930_273225.JPG;"scarto";"";"";"RA_3.00";"08 00602479";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura, a graffito, invetriatura, a stampo";"cm, alt. 6,4, largh. 14,4, ";"proprietà Stato";"scarto di produzione; insieme fuso composto da una ciotola in ceramica graffita (nel cavetto tre frutti di papavero) e due ciotole in cermica ingobbiata e invetriata in bruno, separate da treppiede distanziatore";"";"";"";"ALTRE INDAGINI: Tipo: attività di manutenzione, Data:1972, ";"";"";"";"";"";"scarto";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11875867_273221.jpg;"boccale";"";"";"RA_3.00";"08 00602475";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura";"cm, largh. 9,1, lungh. 7,7, ";"proprietà Stato";"fr. di parete di boccale in ceramica graffita; scarto di produzione, mancano colore e vetrina; decorazione vegetale con foglie accartocciate";"";"";"";"ALTRE INDAGINI: Tipo: attività di manutenzione, Data:1972, ";"";"";"";"";"";"boccale";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11874109_273267.jpg;"coperchio";"";"";"RA_3.00";"08 00602402";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVIII [analisi dei materiali]";"";"";"argilla/ a tornio, invetriatura";"cm, alt. 8, diam. 16, ";"proprietà Stato";"coperchio in ceramica invetriata da cucina; forma a calotta con presa sagomata";"";"";"";"";"";"";"";"";"";"coperchio";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11872699_273604.JPG;"anello";"";"";"RA_3.00";"08 00602393";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"Eta' romana [analisi dei materiali]";"";"";"bronzo/ fusione, battitura";"cm, alt. 0,7, diam. 2,2, ";"proprietà Stato";"anello digitale a fascia in bronzo con piccolo castone in metallo pieno, di forma rettangolare; il castone non conserva tracce di decorazione; fascia liscia a sezione rettangolare";"";"";"";"";"";"";"";"";"";"anello";"";"ABBIGLIAMENTO E ORNAMENTI PERSONALI/ GIOIELLI E MONILI";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11872669_273614.JPG;"chiave";"";"";"RA_3.00";"08 00602391";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"Eta' romana imperiale [analisi dei materiali]";"";"";"calcare/ scalpellatura, levigatura";"cm, largh. 2,4, lungh. 4, ";"proprietà Stato";"chiave frammentaria in bronzo; impugnatura ad anello parzialmente conservata; stelo quadrangolare e ingegno a tre denti";"";"";"";"";"";"";"";"";"";"chiave";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ FERRAMENTA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1028863/ICCD11878540_273390.jpg;"piatto";"";"";"RA_3.00";"08 00602522";"ITALIA, Emilia-Romagna, MO, Finale Emilia, FINALE EMILIAvia Trento Trieste";"museo, Castello delle Rocche, Museo civico ""R. Ferraresi"", via Trento Trieste";"XVII [analisi dei materiali]";"";"";"argilla/ a tornio, ingobbiatura, a graffito, invetriatura";"cm, alt. 3,4, diam. 18,8, ";"proprietà Stato";"piatto frammentario in ceramica graffita a punta e a stecca; nel cavetto fiore stellato e motivi vegetali stilizzati; monocromo (vetrina trasparente su ingobbio)";"";"";"";"";"";"";"";"";"";"piatto";"";"STRUMENTI, UTENSILI E OGGETTI D’USO/ CONTENITORI E RECIPIENTI/ CERAMICA";"Emilia-Romagna";"MO";"Finale Emilia";"FINALE EMILIA";"";"";"via Trento Trieste";"";"";"";"";"";"S06";"S06";"Compilatore scheda: Corti, Carla; ; Funzionario responsabile: Referente scientifico: Campagnari, SaraCampagnari, Sara";"2015";"";44.837329;11.301403
